rank,name_russian,name_english,name_original,film_url,country,production_year,soviet_release_year,viewers_total,avg_ticket_price_rub,box_office_rubles
6,Красные листья,,,https://www.kino-teatr.ru/kino/movie/sov/3249/annot/,,1958,1958,33100000,0.30,9930000.00
7,Матрос с «Кометы»,,,https://www.kino-teatr.ru/kino/movie/sov/3759/annot/,,1958,1958,32500000,0.30,9750000.00
8,Любовное свидание,,,https://www.kino-teatr.ru/kino/movie/latin/45478/annot/,Мексика,1958,1958,32300000,0.30,9690000.00
9,Дорогой мой человек,,,https://www.kino-teatr.ru/kino/movie/sov/2006/annot/,,1958,1958,32000000,0.30,9600000.00
10,Девушка с гитарой,,,https://www.kino-teatr.ru/kino/movie/sov/1692/annot/,,1958,1958,31900000,0.30,9570000.00
11,Трудное счастье,,,https://www.kino-teatr.ru/kino/movie/sov/7310/annot/,,1958,1958,31300000,0.30,9390000.00
12,Идиот,,,https://www.kino-teatr.ru/kino/movie/sov/2663/annot/,,1958,1958,31000000,0.30,9300000.00
13,Штепсель женит Тарапуньку,,,https://www.kino-teatr.ru/kino/movie/sov/8029/annot/,,1957,1958,30000000,0.30,9000000.00
14,Жених для Лауры,,,https://www.kino-teatr.ru/kino/movie/latin/23148/annot/,Аргентина,1955,1958,28400000,0.30,8520000.00
15,Дело было в Пенькове,,,https://www.kino-teatr.ru/kino/movie/sov/1721/annot/,,1957,1958,28100000,0.30,8430000.00
16,Мамлюк,,,https://www.kino-teatr.ru/kino/movie/sov/3708/annot/,,1958,1958,27600000,0.30,8280000.00
17,На дальних берегах,,,https://www.kino-teatr.ru/kino/movie/sov/4159/annot/,,1958,1958,27500000,0.30,8250000.00
18,Фатима,,,https://www.kino-teatr.ru/kino/movie/sov/7543/annot/,,1958,1958,26800000,0.30,8040000.00
19,Добровольцы,,,https://www.kino-teatr.ru/kino/movie/sov/1898/annot/,,1958,1958,26600000,0.30,7980000.00
20,Случай на шахте восемь,,,https://www.kino-teatr.ru/kino/movie/sov/6538/annot/,,1957,1958,26400000,0.30,7920000.00
21,Фанфары любви,,,https://www.kino-teatr.ru/kino/movie/euro/35107/annot/,ФРГ,1951,1958,25800000,0.30,7740000.00
22,Стучись в любую дверь,,,https://www.kino-teatr.ru/kino/movie/sov/6861/annot/,,1958,1958,25500000,0.30,7650000.00
23,Киевлянка,,,https://www.kino-teatr.ru/kino/movie/sov/2979/annot/,1958,1960,1958,25400000,0.30,7620000.00
24,Трое вышли из леса,,,https://www.kino-teatr.ru/kino/movie/sov/7294/annot/,,1958,1958,25000000,0.30,7500000.00
25,Песня первой любви,,,https://www.kino-teatr.ru/kino/movie/sov/5099/annot/,,1958,1958,24600000,0.30,7380000.00
26,Золотая симфония,,,https://www.kino-teatr.ru/kino/movie/euro/31643/annot/,Австрия,1955,1958,24200000,0.30,7260000.00
27,Шофёр поневоле,,,https://www.kino-teatr.ru/kino/movie/sov/8023/annot/,,1958,1958,24000000,0.30,7200000.00
28,"Гори, моя звезда",,,https://www.kino-teatr.ru/kino/movie/sov/8567/annot/,,1957,1958,23600000,0.30,7080000.00
29,Цель его жизни,,,https://www.kino-teatr.ru/kino/movie/sov/7699/annot/,,1957,1958,23600000,0.30,7080000.00
30,Тихая квартира,,,https://www.kino-teatr.ru/kino/movie/euro/94844/annot/,Венгрия,1957,1958,22300000,0.30,6690000.00
31,Чужие дети,,,https://www.kino-teatr.ru/kino/movie/sov/7943/annot/,,1958,1958,22300000,0.30,6690000.00
32,Коммунист,,,https://www.kino-teatr.ru/kino/movie/sov/3118/annot/,,1957,1958,22300000,0.30,6690000.00
33,Мачеха,,,https://www.kino-teatr.ru/kino/movie/sov/11963/annot/,,1958,1958,21800000,0.30,6540000.00
34,Разбитые мечты,,,https://www.kino-teatr.ru/kino/movie/euro/20097/annot/,Франция,1953,1958,21000000,0.30,6300000.00
35,Олеко Дундич,,,https://www.kino-teatr.ru/kino/movie/euro/4728/annot/,СССР,1958,1958,21000000,0.30,6300000.00
36,К Чёрному морю,,,https://www.kino-teatr.ru/kino/movie/sov/2805/annot/,,1957,1958,20800000,0.30,6240000.00
37,Ласточка,,,https://www.kino-teatr.ru/kino/movie/sov/8848/annot/,,1957,1958,20000000,0.30,6000000.00
38,Хождение за три моря,,,https://www.kino-teatr.ru/kino/movie/asia/7622/annot/,СССР,1957,1958,20000000,0.30,6000000.00
39,Лично известен,,,https://www.kino-teatr.ru/kino/movie/sov/3514/annot/,,1957,1958,20000000,0.30,6000000.00
40,Сампо,,,https://www.kino-teatr.ru/kino/movie/euro/6191/annot/,СССР,1958,1958,20000000,0.30,6000000.00
41,Мистер Икс,,,https://www.kino-teatr.ru/kino/movie/sov/3908/annot/,,1958,1958,20000000,0.30,6000000.00
42,Кочубей,,,https://www.kino-teatr.ru/kino/movie/sov/3217/annot/,,1958,1958,19000000,0.30,5700000.00
43,Капитанская дочка,,,https://www.kino-teatr.ru/kino/movie/sov/2912/annot/,,1958,1958,18000000,0.30,5400000.00
44,Новые похождения Кота в сапогах,,,https://www.kino-teatr.ru/kino/movie/sov/4506/annot/,,1958,1958,15000000,0.30,4500000.00
45,Манана,,,https://www.kino-teatr.ru/kino/movie/sov/15692/annot/,,1958,1958,7100000,0.30,2130000.00
46,Шквал,,,https://www.kino-teatr.ru/kino/movie/sov/13167/annot/,,1958,1958,3100000,0.30,930000.00
1,Иван Бровкин на целине,,,https://www.kino-teatr.ru/kino/movie/sov/2606/annot/,,1958,1959,44600000,0.30,13380000.00
2,Голубая стрела,,,https://www.kino-teatr.ru/kino/movie/sov/1419/annot/,,1958,1959,44500000,0.30,13350000.00
3,Судьба человека,,,https://www.kino-teatr.ru/kino/movie/sov/6877/annot/,,1959,1959,39200000,0.30,11760000.00
4,Годы молодые,,,https://www.kino-teatr.ru/kino/movie/sov/8417/annot/,,1958,1959,36700000,0.30,11010000.00
5,Колдунья,,,https://www.kino-teatr.ru/kino/movie/euro/14622/annot/,Франция-Швеция,1955,1959,36400000,0.30,10920000.00
6,Девочка ищет отца,,,https://www.kino-teatr.ru/kino/movie/sov/1687/annot/,,1959,1959,35400000,0.30,10620000.00
7,Часы остановились в полночь,,,https://www.kino-teatr.ru/kino/movie/sov/7754/annot/,,1958,1959,34800000,0.30,10440000.00
8,Солдатское сердце,,,https://www.kino-teatr.ru/kino/movie/sov/6626/annot/,,1958,1959,33100000,0.30,9930000.00
9,Неподдающиеся,,,https://www.kino-teatr.ru/kino/movie/sov/4421/annot/,,1959,1959,31800000,0.30,9540000.00
10,Война и мир,,,https://www.kino-teatr.ru/kino/movie/hollywood/16859/annot/,США,1956,1959,31400000,0.30,9420000.00
11,Иванна,,,https://www.kino-teatr.ru/kino/movie/sov/2621/annot/,,1959,1959,30200000,0.30,9060000.00
12,Сверстницы,,,https://www.kino-teatr.ru/kino/movie/sov/6233/annot/,,1959,1959,30100000,0.30,9030000.00
13,Баллада о солдате,,,https://www.kino-teatr.ru/kino/movie/sov/362/annot/,,1959,1959,30100000,0.30,9030000.00
14,Ссора в Лукашах,,,https://www.kino-teatr.ru/kino/movie/sov/6735/annot/,,1959,1959,29500000,0.30,8850000.00
15,Жестокость,,,https://www.kino-teatr.ru/kino/movie/sov/2224/annot/,,1959,1959,29000000,0.30,8700000.00
16,Аннушка,,,https://www.kino-teatr.ru/kino/movie/sov/254/annot/,,1959,1959,28900000,0.30,8670000.00
17,Ваня,,,https://www.kino-teatr.ru/kino/movie/sov/810/annot/,,1958,1959,27500000,0.30,8250000.00
18,Жизнь прошла мимо,,,https://www.kino-teatr.ru/kino/movie/sov/2259/annot/,,1958,1959,27500000,0.30,8250000.00
19,Незваные гости,,,https://www.kino-teatr.ru/kino/movie/sov/9326/annot/,,1959,1959,26100000,0.30,7830000.00
20,Гроза над полями,,,https://www.kino-teatr.ru/kino/movie/sov/9688/annot/,,1958,1959,25800000,0.30,7740000.00
21,Отчий дом,,,https://www.kino-teatr.ru/kino/movie/sov/4907/annot/,,1959,1959,25200000,0.30,7560000.00
22,Последний дюйм,,,https://www.kino-teatr.ru/kino/movie/sov/5453/annot/,,1958,1959,25000000,0.30,7500000.00
23,Черноморочка,,,https://www.kino-teatr.ru/kino/movie/sov/7833/annot/,,1959,1959,24700000,0.30,7410000.00
24,Атаман кодр,,,https://www.kino-teatr.ru/kino/movie/sov/308/annot/,,1958,1959,22400000,0.30,6720000.00
25,Косолапый друг,,,https://www.kino-teatr.ru/kino/movie/sov/8627/annot/,,1959,1959,22000000,0.30,6600000.00
26,Первый парень,,,https://www.kino-teatr.ru/kino/movie/sov/9405/annot/,,1958,1959,21700000,0.30,6510000.00
27,Девушка с кувшином,,,https://www.kino-teatr.ru/kino/movie/euro/85095/annot/,Испания,1953,1959,21500000,0.30,6450000.00
28,Человек с поезда,,,https://www.kino-teatr.ru/kino/movie/euro/118823/annot/,Греция,1957,1959,21400000,0.30,6420000.00
29,Я вам пишу...,,,https://www.kino-teatr.ru/kino/movie/sov/9087/annot/,,1959,1959,21400000,0.30,6420000.00
30,Два Фёдора,,,https://www.kino-teatr.ru/kino/movie/sov/1615/annot/,,1958,1959,20400000,0.30,6120000.00
31,Небо зовёт,,,https://www.kino-teatr.ru/kino/movie/sov/9315/annot/,,1959,1959,20000000,0.30,6000000.00
32,Золотой эшелон,,,https://www.kino-teatr.ru/kino/movie/sov/2554/annot/,,1959,1959,19000000,0.30,5700000.00
33,Накануне,,,https://www.kino-teatr.ru/kino/movie/euro/4237/annot/,СССР,1959,1959,18200000,0.30,5460000.00
34,Майя из Цхнети,,,https://www.kino-teatr.ru/kino/movie/sov/8347/annot/,,1959,1959,17200000,0.30,5160000.00
35,Путь в высшее общество,,,https://www.kino-teatr.ru/kino/movie/euro/29010/annot/,Великобритания,1958,1959,17100000,0.30,5130000.00
36,"Насреддин в Ходженте, или Очарованный принц",,,https://www.kino-teatr.ru/kino/movie/sov/4259/annot/,,1959,1959,16300000,0.30,4890000.00
37,Ветер,,,https://www.kino-teatr.ru/kino/movie/sov/914/annot/,,1958,1959,16000000,0.30,4800000.00
38,Илзе,,,https://www.kino-teatr.ru/kino/movie/sov/14340/annot/,,1959,1959,15200000,0.30,4560000.00
39,Озорные повороты,,,https://www.kino-teatr.ru/kino/movie/sov/4716/annot/,,1959,1959,15000000,0.30,4500000.00
40,Майские звёзды,,,https://www.kino-teatr.ru/kino/movie/euro/3656/annot/,СССР,1959,1959,15000000,0.30,4500000.00
41,Исправленному верить,,,https://www.kino-teatr.ru/kino/movie/sov/2759/annot/,,1959,1959,15000000,0.30,4500000.00
42,Хмурый Вангур,,,https://www.kino-teatr.ru/kino/movie/sov/8485/annot/,,1959,1959,13200000,0.30,3960000.00
43,Подводные рифы,,,https://www.kino-teatr.ru/kino/movie/sov/61970/annot/,,1959,1959,9600000,0.30,2880000.00
44,Чолпон - утренняя звезда,,,https://www.kino-teatr.ru/kino/movie/sov/15765/annot/,,1959,1959,8300000,0.30,2490000.00
45,Когда цветут розы,,,https://www.kino-teatr.ru/kino/movie/sov/13888/annot/,,1959,1959,7100000,0.30,2130000.00
46,Мелодии Бразилии,,,https://www.kino-teatr.ru/kino/movie/sov/86952/annot/,,1958,1959,5700000,0.30,1710000.00
47,Человек с планеты Земля,,,https://www.kino-teatr.ru/kino/movie/sov/7785/annot/,,1958,1959,4900000,0.30,1470000.00
48,Лейли и Меджнун,,,https://www.kino-teatr.ru/kino/movie/sov/14426/annot/,,1959,1959,3800000,0.30,1140000.00
49,Журавлиная песнь,,,https://www.kino-teatr.ru/kino/movie/sov/10467/annot/,,1959,1959,3800000,0.30,1140000.00
1,Седьмое путешествие Синдбада,,,https://www.kino-teatr.ru/kino/movie/hollywood/37059/annot/,США,1958,1960,62300000,0.30,18690000.00
2,Вдали от Родины,,,https://www.kino-teatr.ru/kino/movie/sov/838/annot/,,1960,1960,41900000,0.30,12570000.00
3,Операция «Кобра»,,,https://www.kino-teatr.ru/kino/movie/sov/4772/annot/,,1960,1960,35000000,0.30,10500000.00
4,Воскресение,,,https://www.kino-teatr.ru/kino/movie/sov/1129/annot/,,1960,1960,34100000,0.30,10230000.00
5,Любовью надо дорожить,,,https://www.kino-teatr.ru/kino/movie/sov/3626/annot/,,1959,1960,33900000,0.30,10170000.00
6,Северная повесть,,,https://www.kino-teatr.ru/kino/movie/sov/6293/annot/,,1960,1960,31300000,0.30,9390000.00
7,Поднятая целина,,,https://www.kino-teatr.ru/kino/movie/sov/5283/annot/,1959,1961,1960,30100000,0.30,9030000.00
8,Мичман Панин,,,https://www.kino-teatr.ru/kino/movie/sov/3920/annot/,,1960,1960,28900000,0.30,8670000.00
9,Колыбельная,,,https://www.kino-teatr.ru/kino/movie/sov/3082/annot/,,1959,1960,28800000,0.30,8640000.00
10,Повесть о молодожёнах,,,https://www.kino-teatr.ru/kino/movie/sov/5219/annot/,,1959,1960,28300000,0.30,8490000.00
11,Мистер Питкин в тылу врага,,,https://www.kino-teatr.ru/kino/movie/euro/19829/annot/,Великобритания,1958,1960,28100000,0.30,8430000.00
12,Им было девятнадцать...,,,https://www.kino-teatr.ru/kino/movie/sov/2698/annot/,,1960,1960,27600000,0.30,8280000.00
13,Первые испытания,,,https://www.kino-teatr.ru/kino/movie/sov/9199/annot/,1960,1961,1960,27200000,0.30,8160000.00
14,Прерванная песня,,,https://www.kino-teatr.ru/kino/movie/euro/5591/annot/,СССР,1960,1960,26900000,0.30,8070000.00
15,Нормандия-Неман,,,https://www.kino-teatr.ru/kino/movie/euro/4530/annot/,СССР,1960,1960,26900000,0.30,8070000.00
16,Катя-Катюша,,,https://www.kino-teatr.ru/kino/movie/sov/2957/annot/,,1959,1960,26600000,0.30,7980000.00
17,12 девушек и 1 мужчина,,,https://www.kino-teatr.ru/kino/movie/euro/86151/annot/,Австрия,1959,1960,25900000,0.30,7770000.00
18,Тайна шифра,,,https://www.kino-teatr.ru/kino/movie/euro/84531/annot/,Румыния,1959,1960,25900000,0.30,7770000.00
19,Рапсодия,,,https://www.kino-teatr.ru/kino/movie/hollywood/23697/annot/,США,1954,1960,25500000,0.30,7650000.00
20,Первое свидание,,,https://www.kino-teatr.ru/kino/movie/sov/5040/annot/,,1960,1960,25100000,0.30,7530000.00
21,Впереди - крутой поворот,,,https://www.kino-teatr.ru/kino/movie/sov/1164/annot/,,1960,1960,24900000,0.30,7470000.00
22,Чужая беда,,,https://www.kino-teatr.ru/kino/movie/sov/7935/annot/,,1960,1960,24700000,0.30,7410000.00
23,Римские каникулы,,,https://www.kino-teatr.ru/kino/movie/hollywood/16831/annot/,США,1953,1960,24600000,0.30,7380000.00
24,Испытательный срок,,,https://www.kino-teatr.ru/kino/movie/sov/2761/annot/,,1960,1960,24400000,0.30,7320000.00
25,Простая история,,,https://www.kino-teatr.ru/kino/movie/sov/5770/annot/,,1960,1960,24300000,0.30,7290000.00
26,Солдатка,,,https://www.kino-teatr.ru/kino/movie/sov/6622/annot/,,1959,1960,23900000,0.30,7170000.00
27,Меч и роза,,,https://www.kino-teatr.ru/kino/movie/sov/13113/annot/,,1959,1960,23600000,0.30,7080000.00
28,Весенние грозы,,,https://www.kino-teatr.ru/kino/movie/sov/900/annot/,,1960,1960,23400000,0.30,7020000.00
29,Люди на мосту,,,https://www.kino-teatr.ru/kino/movie/sov/3636/annot/,,1959,1960,23400000,0.30,7020000.00
30,Любой ценой,,,https://www.kino-teatr.ru/kino/movie/sov/3627/annot/,,1959,1960,23200000,0.30,6960000.00
31,Спасённое поколение,,,https://www.kino-teatr.ru/kino/movie/sov/6698/annot/,,1959,1960,23200000,0.30,6960000.00
32,Хлеб и розы,,,https://www.kino-teatr.ru/kino/movie/sov/7614/annot/,,1960,1960,23200000,0.30,6960000.00
33,Серёжа,,,https://www.kino-teatr.ru/kino/movie/sov/6409/annot/,,1960,1960,23200000,0.30,6960000.00
34,Отверженные,,,https://www.kino-teatr.ru/kino/movie/euro/19694/annot/,Франция,1958,1960,23100000,0.30,6930000.00
35,Бабетта идет на войну,,,https://www.kino-teatr.ru/kino/movie/euro/27027/annot/,Франция,1959,1960,22700000,0.30,6810000.00
36,Олекса Довбуш,,,https://www.kino-teatr.ru/kino/movie/sov/4729/annot/,,1959,1960,22700000,0.30,6810000.00
37,Спасите наши души,,,https://www.kino-teatr.ru/kino/movie/sov/6703/annot/,,1960,1960,22300000,0.30,6690000.00
38,Человек с тысячью лиц,,,https://www.kino-teatr.ru/kino/movie/hollywood/41205/annot/,США,1957,1960,22100000,0.30,6630000.00
39,Судья,,,https://www.kino-teatr.ru/kino/movie/euro/93256/annot/,Испания,1959,1960,22000000,0.30,6600000.00
40,Банковский билет в миллион фунтов стерлингов,,,https://www.kino-teatr.ru/kino/movie/euro/16889/annot/,Великобритания,1953,1960,21700000,0.30,6510000.00
41,Белые ночи,,,https://www.kino-teatr.ru/kino/movie/sov/480/annot/,,1959,1960,21500000,0.30,6450000.00
42,Человек в коротких штанишках,,,https://www.kino-teatr.ru/kino/movie/euro/82265/annot/,Испания,1958,1960,21400000,0.30,6420000.00
43,Горячая душа,,,https://www.kino-teatr.ru/kino/movie/sov/1472/annot/,,1959,1960,21200000,0.30,6360000.00
44,Кровь людская - не водица,,,https://www.kino-teatr.ru/kino/movie/sov/9034/annot/,,1960,1960,21100000,0.30,6330000.00
45,Таманго,,,https://www.kino-teatr.ru/kino/movie/euro/61010/annot/,Франция,1958,1960,20800000,0.30,6240000.00
